year,state,congressional_district,party,candidatevotes,totalvotes
1978,CALIFORNIA,42,DEMOCRAT,85126,115445
1978,CALIFORNIA,43,REPUBLICAN,167150,243458
1978,COLORADO,1,DEMOCRAT,82742,134630
1978,COLORADO,2,DEMOCRAT,98889,186961
1978,COLORADO,3,DEMOCRAT,69669,141442
1978,COLORADO,4,REPUBLICAN,103121,168542
1978,COLORADO,5,REPUBLICAN,91933,153780
1978,CONNECTICUT,1,DEMOCRAT,102749,172564
1978,CONNECTICUT,2,DEMOCRAT,116624,166814
1978,CONNECTICUT,3,DEMOCRAT,96830,166587
1978,CONNECTICUT,4,REPUBLICAN,83990,143919
1978,CONNECTICUT,5,DEMOCRAT,96738,184913
1978,CONNECTICUT,6,DEMOCRAT,119537,186224
1978,DELAWARE,0,REPUBLICAN,91689,157566
1978,FLORIDA,1,DEMOCRAT,85608,135323
1978,FLORIDA,2,DEMOCRAT,112649,137797
1978,FLORIDA,3,DEMOCRAT,1,1
1978,FLORIDA,4,DEMOCRAT,113302,154949
1978,FLORIDA,5,REPUBLICAN,106319,208186
1978,FLORIDA,6,REPUBLICAN,150694,191348
1978,FLORIDA,7,DEMOCRAT,1,1
1978,FLORIDA,8,DEMOCRAT,1,1
1978,FLORIDA,9,DEMOCRAT,89543,145617
1978,FLORIDA,10,REPUBLICAN,1,1
1978,FLORIDA,11,DEMOCRAT,123346,223103
1978,FLORIDA,12,DEMOCRAT,107037,173647
1978,FLORIDA,13,DEMOCRAT,1,1
1978,FLORIDA,14,DEMOCRAT,65202,103283
1978,FLORIDA,15,DEMOCRAT,108837,146734
1978,GEORGIA,1,DEMOCRAT,36961,36962
1978,GEORGIA,2,DEMOCRAT,42234,42236
1978,GEORGIA,3,DEMOCRAT,54881,54882
1978,GEORGIA,4,DEMOCRAT,60284,74513
1978,GEORGIA,5,DEMOCRAT,52739,69875
1978,GEORGIA,6,REPUBLICAN,47078,86540
1978,GEORGIA,7,DEMOCRAT,47090,70826
1978,GEORGIA,8,DEMOCRAT,41184,41193
1978,GEORGIA,9,DEMOCRAT,47264,61437
1978,GEORGIA,10,DEMOCRAT,50122,50130
1978,HAWAII,1,DEMOCRAT,84552,115412
1978,HAWAII,2,DEMOCRAT,118272,137957
1978,IDAHO,1,REPUBLICAN,86680,144652
1978,IDAHO,2,REPUBLICAN,80591,140631
1978,ILLINOIS,1,DEMOCRAT,47581,81279
1978,ILLINOIS,2,DEMOCRAT,80906,94077
1978,ILLINOIS,3,DEMOCRAT,95701,146800
1978,ILLINOIS,4,REPUBLICAN,94435,141229
1978,ILLINOIS,5,DEMOCRAT,98702,117506
1978,ILLINOIS,6,REPUBLICAN,87193,131737
1978,ILLINOIS,7,DEMOCRAT,64716,74989
1978,ILLINOIS,8,DEMOCRAT,81457,94762
1978,ILLINOIS,9,DEMOCRAT,87543,116217
1978,ILLINOIS,10,DEMOCRAT,89479,178309
1978,ILLINOIS,11,DEMOCRAT,112365,152412
1978,ILLINOIS,12,REPUBLICAN,110503,138935
1978,ILLINOIS,13,REPUBLICAN,64060,104738
1978,ILLINOIS,14,REPUBLICAN,118741,158179
1978,ILLINOIS,15,REPUBLICAN,80856,129612
1978,ILLINOIS,16,REPUBLICAN,76752,117309
1978,ILLINOIS,17,REPUBLICAN,94375,133635
1978,ILLINOIS,18,REPUBLICAN,85973,130514
1978,ILLINOIS,19,REPUBLICAN,89770,89790
1978,ILLINOIS,20,REPUBLICAN,111054,159480
1978,ILLINOIS,21,REPUBLICAN,97473,124527
1978,ILLINOIS,22,REPUBLICAN,86051,159383
1978,ILLINOIS,23,DEMOCRAT,74247,100105
1978,ILLINOIS,24,DEMOCRAT,110298,168061
1978,INDIANA,1,DEMOCRAT,72367,90170
1978,INDIANA,2,DEMOCRAT,82402,145778
1978,INDIANA,3,DEMOCRAT,64336,115862
1978,INDIANA,4,REPUBLICAN,80527,125117
1978,INDIANA,5,REPUBLICAN,94950,140429
1978,INDIANA,6,DEMOCRAT,66421,127282
1978,INDIANA,7,REPUBLICAN,86955,154424
1978,INDIANA,8,REPUBLICAN,83019,159673
1978,INDIANA,9,DEMOCRAT,99727,151945
1978,INDIANA,10,DEMOCRAT,73343,130742
1978,INDIANA,11,DEMOCRAT,61504,107441
1978,IOWA,1,REPUBLICAN,79940,125955
1978,IOWA,2,REPUBLICAN,72644,138978
1978,IOWA,3,REPUBLICAN,103659,138539
1978,IOWA,4,DEMOCRAT,88526,136834
1978,IOWA,5,DEMOCRAT,82333,139710
1978,IOWA,6,DEMOCRAT,87139,131459
1978,KANSAS,1,REPUBLICAN,131037,131037
1978,KANSAS,2,REPUBLICAN,76419,146879
1978,KANSAS,3,REPUBLICAN,103265,103265
1978,KANSAS,4,DEMOCRAT,100139,143993
1978,KANSAS,5,REPUBLICAN,86011,150766
1978,KENTUCKY,1,DEMOCRAT,44090,44097
1978,KENTUCKY,2,DEMOCRAT,36441,36459
1978,KENTUCKY,3,DEMOCRAT,37346,56871
1978,KENTUCKY,4,REPUBLICAN,62087,94299
1978,KENTUCKY,5,REPUBLICAN,59743,75458
1978,KENTUCKY,6,REPUBLICAN,52092,102857
1978,KENTUCKY,7,DEMOCRAT,51559,67420
1978,LOUISIANA,1,REPUBLICAN,1,1
1978,LOUISIANA,2,DEMOCRAT,1,1
1978,LOUISIANA,3,REPUBLICAN,1,1
1978,LOUISIANA,4,DEMOCRAT,65583,130900
1978,LOUISIANA,5,DEMOCRAT,1,1
1978,LOUISIANA,6,REPUBLICAN,1,1
1978,LOUISIANA,7,DEMOCRAT,1,1
1978,LOUISIANA,8,DEMOCRAT,1,1
1978,MAINE,1,REPUBLICAN,120791,196485
1978,MAINE,2,REPUBLICAN,87939,173037
1978,MARYLAND,1,REPUBLICAN,80202,126295
1978,MARYLAND,2,DEMOCRAT,98601,148487
1978,MARYLAND,3,DEMOCRAT,91189,91189
1978,MARYLAND,4,REPUBLICAN,71374,115037
1978,MARYLAND,5,DEMOCRAT,64868,84028
1978,MARYLAND,6,DEMOCRAT,126196,140741
1978,MARYLAND,7,DEMOCRAT,51996,58622
1978,MARYLAND,8,DEMOCRAT,81851,159658
1978,MASSACHUSETTS,1,REPUBLICAN,131773,131918
1978,MASSACHUSETTS,2,DEMOCRAT,101570,139479
1978,MASSACHUSETTS,3,DEMOCRAT,119337,158730
1978,MASSACHUSETTS,4,DEMOCRAT,111353,111491
1978,MASSACHUSETTS,5,DEMOCRAT,90156,172681
1978,MASSACHUSETTS,6,DEMOCRAT,97099,180645
1978,MASSACHUSETTS,7,DEMOCRAT,145615,171646
1978,MASSACHUSETTS,8,DEMOCRAT,102160,136928
1978,MASSACHUSETTS,9,DEMOCRAT,106805,116338
1978,MASSACHUSETTS,10,REPUBLICAN,102080,166957
1978,MASSACHUSETTS,11,DEMOCRAT,133644,145722
1978,MASSACHUSETTS,12,DEMOCRAT,176704,176859
1978,MICHIGAN,1,DEMOCRAT,89646,96526
1978,MICHIGAN,2,REPUBLICAN,97503,144326
1978,MICHIGAN,3,DEMOCRAT,83932,163510
1978,MICHIGAN,4,REPUBLICAN,95440,135108
1978,MICHIGAN,5,REPUBLICAN,81794,165446
1978,MICHIGAN,6,DEMOCRAT,97971,172706
1978,MICHIGAN,7,DEMOCRAT,105402,137540
1978,MICHIGAN,8,DEMOCRAT,103346,155248
1978,MICHIGAN,9,REPUBLICAN,122363,175819
1978,MICHIGAN,10,DEMOCRAT,94913,184389
1978,MICHIGAN,11,REPUBLICAN,96351,175435
1978,MICHIGAN,12,DEMOCRAT,82892,150956
1978,MICHIGAN,13,DEMOCRAT,44771,56543
1978,MICHIGAN,14,DEMOCRAT,84032,124756
1978,MICHIGAN,15,DEMOCRAT,95137,119545
1978,MICHIGAN,16,DEMOCRAT,93387,122111
1978,MICHIGAN,17,DEMOCRAT,106303,111654
1978,MICHIGAN,18,DEMOCRAT,113037,151798
1978,MICHIGAN,19,REPUBLICAN,117122,164298
1978,MINNESOTA,1,REPUBLICAN,110090,195929
1978,MINNESOTA,2,REPUBLICAN,145415,206588
1978,MINNESOTA,3,REPUBLICAN,128759,195879
1978,MINNESOTA,4,DEMOCRAT,95989,165385
1978,MINNESOTA,5,DEMOCRAT,91673,147087
1978,MINNESOTA,6,DEMOCRAT,115880,209632
1978,MINNESOTA,7,REPUBLICAN,106573,206192
1978,MINNESOTA,8,DEMOCRAT,171125,196294
1978,MISSISSIPPI,1,DEMOCRAT,57358,86151
1978,MISSISSIPPI,2,DEMOCRAT,57678,93408
1978,MISSISSIPPI,3,DEMOCRAT,101685,110093
1978,MISSISSIPPI,4,REPUBLICAN,68225,132132
1978,MISSISSIPPI,5,REPUBLICAN,97177,97177
1978,MISSOURI,1,DEMOCRAT,65950,99010
1978,MISSOURI,2,DEMOCRAT,102911,182406
1978,MISSOURI,3,DEMOCRAT,121565,148446
1978,MISSOURI,4,DEMOCRAT,120748,165864
1978,MISSOURI,5,DEMOCRAT,82140,114131
1978,MISSOURI,6,REPUBLICAN,96574,172635
1978,MISSOURI,7,REPUBLICAN,104566,170917
1978,MISSOURI,8,DEMOCRAT,96509,159618
1978,MISSOURI,9,DEMOCRAT,135170,180965
1978,MISSOURI,10,DEMOCRAT,99148,151835
1978,MONTANA,1,DEMOCRAT,86016,150109
1978,MONTANA,2,REPUBLICAN,75766,133246
1978,NEBRASKA,1,REPUBLICAN,99013,170324
1978,NEBRASKA,2,DEMOCRAT,77135,147444
1978,NEBRASKA,3,REPUBLICAN,141597,176968
1978,NEVADA,0,DEMOCRAT,132513,182967
1978,NEW HAMPSHIRE,1,DEMOCRAT,82697,134235
1978,NEW HAMPSHIRE,2,REPUBLICAN,84535,124081
1978,NEW JERSEY,1,DEMOCRAT,106096,133620
1978,NEW JERSEY,2,DEMOCRAT,112768,169765
1978,NEW JERSEY,3,DEMOCRAT,83349,148955
1978,NEW JERSEY,4,DEMOCRAT,69259,113382
1978,NEW JERSEY,5,REPUBLICAN,100739,138847
1978,NEW JERSEY,6,REPUBLICAN,89446,148184
1978,NEW JERSEY,7,DEMOCRAT,78358,149118
1978,NEW JERSEY,8,DEMOCRAT,69496,93338
1978,NEW JERSEY,9,REPUBLICAN,73478,150155
1978,NEW JERSEY,10,DEMOCRAT,55074,63777
1978,NEW JERSEY,11,DEMOCRAT,88294,125174
1978,NEW JERSEY,12,REPUBLICAN,94850,129273
1978,NEW JERSEY,13,REPUBLICAN,77301,149109
1978,NEW JERSEY,14,DEMOCRAT,67008,105340
1978,NEW JERSEY,15,DEMOCRAT,55944,115886
1978,NEW MEXICO,1,REPUBLICAN,118075,188836
1978,NEW MEXICO,2,DEMOCRAT,95710,95710
1978,NEW YORK,1,REPUBLICAN,75586,160204
1978,NEW YORK,2,DEMOCRAT,64807,118129
1978,NEW YORK,3,DEMOCRAT,70526,138670
1978,NEW YORK,4,REPUBLICAN,80266,143302
1978,NEW YORK,5,REPUBLICAN,74279,145383
1978,NEW YORK,6,DEMOCRAT,74741,134606
1978,NEW YORK,7,DEMOCRAT,55985,77001
1978,NEW YORK,8,DEMOCRAT,68971,95202
1978,NEW YORK,9,DEMOCRAT,51350,94787
1978,NEW YORK,10,DEMOCRAT,51682,82061
1978,NEW YORK,11,DEMOCRAT,55880,75203
1978,NEW YORK,12,DEMOCRAT,21406,29277
1978,NEW YORK,13,DEMOCRAT,64514,84839
1978,NEW YORK,14,DEMOCRAT,29040,40745
1978,NEW YORK,15,DEMOCRAT,42646,72331
1978,NEW YORK,16,DEMOCRAT,52855,72890
1978,NEW YORK,17,DEMOCRAT,54228,99961
1978,NEW YORK,18,REPUBLICAN,57738,114301
1978,NEW YORK,19,DEMOCRAT,49344,61991
1978,NEW YORK,20,DEMOCRAT,57452,75936
1978,NEW YORK,21,DEMOCRAT,20769,24449
1978,NEW YORK,22,DEMOCRAT,54110,69837
1978,NEW YORK,23,DEMOCRAT,66354,128572
1978,NEW YORK,24,DEMOCRAT,75397,134463
1978,NEW YORK,25,REPUBLICAN,114641,146533
1978,NEW YORK,26,REPUBLICAN,87059,139637
1978,NEW YORK,27,DEMOCRAT,83413,149590
1978,NEW YORK,28,DEMOCRAT,139575,182945
1978,NEW YORK,29,REPUBLICAN,90572,184223
1978,NEW YORK,30,REPUBLICAN,79502,141263
1978,NEW YORK,31,REPUBLICAN,98415,107791
1978,NEW YORK,32,DEMOCRAT,76251,145471
1978,NEW YORK,33,REPUBLICAN,82501,147454
1978,NEW YORK,34,REPUBLICAN,62081,140912
1978,NEW YORK,35,REPUBLICAN,96119,138593
1978,NEW YORK,36,DEMOCRAT,95613,134257
1978,NEW YORK,37,DEMOCRAT,67475,90271
1978,NEW YORK,38,REPUBLICAN,100032,120132
1978,NEW YORK,39,DEMOCRAT,79385,135816
1978,NORTH CAROLINA,1,DEMOCRAT,67716,84530
1978,NORTH CAROLINA,2,DEMOCRAT,61851,79053
1978,NORTH CAROLINA,3,DEMOCRAT,54452,76602
1978,NORTH CAROLINA,4,DEMOCRAT,74249,78685
1978,NORTH CAROLINA,5,DEMOCRAT,68778,126939
1978,NORTH CAROLINA,6,DEMOCRAT,58193,85075
1978,NORTH CAROLINA,7,DEMOCRAT,53696,76842
1978,NORTH CAROLINA,8,DEMOCRAT,63168,107110
1978,NORTH CAROLINA,9,REPUBLICAN,66157,96824
1978,NORTH CAROLINA,10,REPUBLICAN,67004,67004
1978,NORTH CAROLINA,11,DEMOCRAT,75460,141292
1978,NORTH DAKOTA,0,REPUBLICAN,147712,220314
1978,OHIO,1,REPUBLICAN,73593,114169
1978,OHIO,2,DEMOCRAT,64522,123238
1978,OHIO,3,DEMOCRAT,62849,116804
1978,OHIO,4,REPUBLICAN,85575,124935
1978,OHIO,5,REPUBLICAN,85547,136618
1978,OHIO,6,REPUBLICAN,85592,131910
1978,OHIO,7,REPUBLICAN,92507,92507
1978,OHIO,8,REPUBLICAN,81156,113652
1978,OHIO,9,DEMOCRAT,71709,113128
1978,OHIO,10,REPUBLICAN,99329,134368
1978,OHIO,11,REPUBLICAN,89327,131181
1978,OHIO,12,REPUBLICAN,81573,143271
1978,OHIO,13,DEMOCRAT,80875,124144
1978,OHIO,14,DEMOCRAT,82356,113667
1978,OHIO,15,REPUBLICAN,91023,128023
1978,OHIO,16,REPUBLICAN,105152,134792
1978,OHIO,17,REPUBLICAN,87010,129127
1978,OHIO,18,DEMOCRAT,71894,120825
1978,OHIO,19,REPUBLICAN,71890,141867
1978,OHIO,20,DEMOCRAT,76973,76973
1978,OHIO,21,DEMOCRAT,58934,68467
1978,OHIO,22,DEMOCRAT,87551,132572
1978,OHIO,23,DEMOCRAT,99975,133707
1978,OKLAHOMA,1,DEMOCRAT,73886,123290
1978,OKLAHOMA,2,DEMOCRAT,72583,132436
1978,OKLAHOMA,3,DEMOCRAT,1,1
1978,OKLAHOMA,4,DEMOCRAT,62993,104414
1978,OKLAHOMA,5,REPUBLICAN,71451,89429
1978,OKLAHOMA,6,DEMOCRAT,103512,139543
1978,OREGON,1,DEMOCRAT,158706,252378
1978,OREGON,2,DEMOCRAT,152099,220019
1978,OREGON,3,DEMOCRAT,151895,179460
1978,OREGON,4,DEMOCRAT,124745,221766
1978,PENNSYLVANIA,1,DEMOCRAT,104412,145162
1978,PENNSYLVANIA,2,DEMOCRAT,132594,161759
1978,PENNSYLVANIA,3,DEMOCRAT,86015,119765
1978,PENNSYLVANIA,4,REPUBLICAN,110445,198000
1978,PENNSYLVANIA,5,REPUBLICAN,110565,147269
1978,PENNSYLVANIA,6,DEMOCRAT,106431,144177
1978,PENNSYLVANIA,7,DEMOCRAT,79771,158714
1978,PENNSYLVANIA,8,DEMOCRAT,89276,146052
1978,PENNSYLVANIA,9,REPUBLICAN,101151,135033
1978,PENNSYLVANIA,10,REPUBLICAN,116003,151724
1978,PENNSYLVANIA,11,DEMOCRAT,61433,106768
1978,PENNSYLVANIA,12,DEMOCRAT,104216,151658
1978,PENNSYLVANIA,13,REPUBLICAN,112711,159862
1978,PENNSYLVANIA,14,DEMOCRAT,68004,119202
1978,PENNSYLVANIA,15,REPUBLICAN,65986,124063
1978,PENNSYLVANIA,16,REPUBLICAN,91910,119296
1978,PENNSYLVANIA,17,DEMOCRAT,79234,132847
1978,PENNSYLVANIA,18,DEMOCRAT,88299,154671
1978,PENNSYLVANIA,19,REPUBLICAN,105424,134001
1978,PENNSYLVANIA,20,DEMOCRAT,97745,135490
1978,PENNSYLVANIA,21,DEMOCRAT,73712,139334
1978,PENNSYLVANIA,22,DEMOCRAT,99559,139077
1978,PENNSYLVANIA,23,REPUBLICAN,73194,134851
1978,PENNSYLVANIA,24,REPUBLICAN,87041,135935
1978,PENNSYLVANIA,25,DEMOCRAT,68293,146948
1978,RHODE ISLAND,1,DEMOCRAT,86768,141680
1978,RHODE ISLAND,2,DEMOCRAT,87397,166122
1978,SOUTH CAROLINA,1,DEMOCRAT,65621,108615
1978,SOUTH CAROLINA,2,REPUBLICAN,71032,123630
1978,SOUTH CAROLINA,3,DEMOCRAT,80968,98892
1978,SOUTH CAROLINA,4,REPUBLICAN,51483,98531
1978,SOUTH CAROLINA,5,DEMOCRAT,63013,76220
1978,SOUTH CAROLINA,6,DEMOCRAT,69220,69220
1978,SOUTH DAKOTA,1,DEMOCRAT,64683,129227
1978,SOUTH DAKOTA,2,REPUBLICAN,70780,126296
1978,TENNESSEE,1,REPUBLICAN,92143,142841
1978,TENNESSEE,2,REPUBLICAN,125082,152833
1978,TENNESSEE,3,DEMOCRAT,108282,121838
1978,TENNESSEE,4,DEMOCRAT,108695,108701
1978,TENNESSEE,5,DEMOCRAT,68608,133608
1978,TENNESSEE,6,REPUBLICAN,114630,153591
1978,TENNESSEE,7,DEMOCRAT,96863,132866
1978,TENNESSEE,8,DEMOCRAT,80776,115917
1978,TEXAS,1,DEMOCRAT,73708,94408
1978,TEXAS,2,DEMOCRAT,66986,95570
1978,TEXAS,3,REPUBLICAN,96406,96406
1978,TEXAS,4,DEMOCRAT,58336,94918
1978,TEXAS,5,DEMOCRAT,35524,70593
1978,TEXAS,6,DEMOCRAT,66025,101418
1978,TEXAS,7,REPUBLICAN,128214,150629
1978,TEXAS,8,DEMOCRAT,39429,64102
1978,TEXAS,9,DEMOCRAT,50792,80265
1978,TEXAS,10,DEMOCRAT,94529,123857
1978,TEXAS,11,DEMOCRAT,53354,103319
1978,TEXAS,12,DEMOCRAT,46456,67820
1978,TEXAS,13,DEMOCRAT,75271,100546
1978,TEXAS,14,DEMOCRAT,63953,88278
1978,TEXAS,15,DEMOCRAT,54560,82413
1978,TEXAS,16,DEMOCRAT,53090,75833
1978,TEXAS,17,DEMOCRAT,69030,101332
1978,TEXAS,18,DEMOCRAT,36783,38018
1978,TEXAS,19,DEMOCRAT,54729,102799
1978,TEXAS,20,DEMOCRAT,51584,51584
1978,TEXAS,21,REPUBLICAN,84336,147837
1978,TEXAS,22,REPUBLICAN,54643,108086
1978,TEXAS,23,DEMOCRAT,62649,69834
1978,TEXAS,24,DEMOCRAT,39201,72515
1978,UTAH,1,DEMOCRAT,93892,183994
1978,UTAH,2,REPUBLICAN,121492,195166
1978,VERMONT,0,REPUBLICAN,90688,120502
1978,VIRGINIA,1,REPUBLICAN,89158,123741
1978,VIRGINIA,2,REPUBLICAN,63512,63530
1978,VIRGINIA,3,DEMOCRAT,104550,119217
1978,VIRGINIA,4,REPUBLICAN,77827,77873
1978,VIRGINIA,5,DEMOCRAT,83575,83619
1978,VIRGINIA,6,REPUBLICAN,88647,88803
1978,VIRGINIA,7,REPUBLICAN,84517,131476
1978,VIRGINIA,8,DEMOCRAT,56137,111170
1978,VIRGINIA,9,REPUBLICAN,76877,124254
1978,VIRGINIA,10,DEMOCRAT,70892,132882
1978,WASHINGTON,1,REPUBLICAN,99942,156193
1978,WASHINGTON,2,DEMOCRAT,70620,137413
1978,WASHINGTON,3,DEMOCRAT,82616,140886
1978,WASHINGTON,4,DEMOCRAT,85602,139991
1978,WASHINGTON,5,DEMOCRAT,77201,160849
1978,WASHINGTON,6,DEMOCRAT,71057,116740
1978,WASHINGTON,7,DEMOCRAT,67450,126502
1978,WEST VIRGINIA,1,DEMOCRAT,76372,120434
1978,WEST VIRGINIA,2,DEMOCRAT,69683,125955
1978,WEST VIRGINIA,3,DEMOCRAT,74837,126421
1978,WEST VIRGINIA,4,DEMOCRAT,70035,70035
1978,WISCONSIN,1,DEMOCRAT,77146,141585
1978,WISCONSIN,2,DEMOCRAT,99631,172762
1978,WISCONSIN,3,DEMOCRAT,96326,153412
1978,WISCONSIN,4,DEMOCRAT,101575,153703
1978,WISCONSIN,5,DEMOCRAT,85067,116420
1978,WISCONSIN,6,REPUBLICAN,114742,164817
1978,WISCONSIN,7,DEMOCRAT,110874,178304
1978,WISCONSIN,8,REPUBLICAN,101856,175791
1978,WISCONSIN,9,REPUBLICAN,118386,193688
1978,WYOMING,0,REPUBLICAN,75855,129377
1980,ALABAMA,1,REPUBLICAN,111089,117221
1980,ALABAMA,2,REPUBLICAN,104796,172962
1980,ALABAMA,3,DEMOCRAT,107654,109215
1980,ALABAMA,4,DEMOCRAT,129365,132086
1980,ALABAMA,5,DEMOCRAT,117626,125356
1980,ALABAMA,6,REPUBLICAN,95019,187982
1980,ALABAMA,7,DEMOCRAT,122505,168804
1980,ALASKA,0,REPUBLICAN,114089,154618
1980,ARIZONA,1,REPUBLICAN,136961,186833
1980,ARIZONA,2,DEMOCRAT,127736,219686
1980,ARIZONA,3,DEMOCRAT,141448,219822
1980,ARIZONA,4,REPUBLICAN,142565,227611
1980,ARKANSAS,1,DEMOCRAT,1,1
1980,ARKANSAS,2,REPUBLICAN,159148,201655
1980,ARKANSAS,3,REPUBLICAN,1,1
1980,ARKANSAS,4,DEMOCRAT,1,1
1980,CALIFORNIA,1,REPUBLICAN,145098,270199
1980,CALIFORNIA,2,REPUBLICAN,141698,261674
1980,CALIFORNIA,3,DEMOCRAT,170670,241865
1980,CALIFORNIA,4,DEMOCRAT,133853,205055
1980,CALIFORNIA,5,DEMOCRAT,101105,197821
1980,CALIFORNIA,6,DEMOCRAT,93400,134650
1980,CALIFORNIA,7,DEMOCRAT,142044,224469
1980,CALIFORNIA,8,DEMOCRAT,108380,195425
1980,CALIFORNIA,9,DEMOCRAT,90504,163592
1980,CALIFORNIA,10,DEMOCRAT,102231,164543
1980,CALIFORNIA,11,DEMOCRAT,85823,185012
1980,CALIFORNIA,12,REPUBLICAN,143817,199083
1980,CALIFORNIA,13,DEMOCRAT,132246,224609
1980,CALIFORNIA,14,REPUBLICAN,133979,220579
1980,CALIFORNIA,15,DEMOCRAT,108072,150491
1980,CALIFORNIA,16,DEMOCRAT,158360,223035
1980,CALIFORNIA,17,REPUBLICAN,129159,182939
1980,CALIFORNIA,18,REPUBLICAN,126046,177461
1980,CALIFORNIA,19,REPUBLICAN,162849,209603
1980,CALIFORNIA,20,REPUBLICAN,199674,253303
1980,CALIFORNIA,21,REPUBLICAN,74674,153400
1980,CALIFORNIA,22,REPUBLICAN,115241,180423
1980,CALIFORNIA,23,DEMOCRAT,126020,199385
1980,CALIFORNIA,24,DEMOCRAT,93569,146731
1980,CALIFORNIA,25,DEMOCRAT,49080,74365
1980,CALIFORNIA,26,REPUBLICAN,116715,164514
1980,CALIFORNIA,27,REPUBLICAN,109807,215316
1980,CALIFORNIA,28,DEMOCRAT,108725,137304
1980,CALIFORNIA,29,DEMOCRAT,80095,92999
1980,CALIFORNIA,30,DEMOCRAT,74119,102735
1980,CALIFORNIA,31,DEMOCRAT,69146,107349
1980,CALIFORNIA,32,DEMOCRAT,84057,127526
1980,CALIFORNIA,33,REPUBLICAN,122439,172804
1980,CALIFORNIA,34,REPUBLICAN,138024,192169
1980,CALIFORNIA,35,REPUBLICAN,100743,194514
1980,CALIFORNIA,36,DEMOCRAT,88628,168690
1980,CALIFORNIA,37,REPUBLICAN,165371,231077
1980,CALIFORNIA,38,DEMOCRAT,91880,165437
1980,CALIFORNIA,39,REPUBLICAN,175228,229732
1980,CALIFORNIA,40,REPUBLICAN,213999,304997
1980,CALIFORNIA,41,REPUBLICAN,123187,233918
1980,CALIFORNIA,42,REPUBLICAN,79713,149649
1980,CALIFORNIA,43,REPUBLICAN,298815,345176
1980,COLORADO,1,DEMOCRAT,107364,179622
1980,COLORADO,2,DEMOCRAT,153550,272270
1980,COLORADO,3,DEMOCRAT,105820,192782
1980,COLORADO,4,REPUBLICAN,178221,260491
1980,COLORADO,5,REPUBLICAN,177319,244900
1980,CONNECTICUT,1,DEMOCRAT,137849,218694
1980,CONNECTICUT,2,DEMOCRAT,119176,223311
1980,CONNECTICUT,3,REPUBLICAN,117024,223648
1980,CONNECTICUT,4,REPUBLICAN,124285,198625
1980,CONNECTICUT,5,DEMOCRAT,117316,232943
1980,CONNECTICUT,6,DEMOCRAT,142685,242024
1980,DELAWARE,0,REPUBLICAN,133842,216575
1980,FLORIDA,1,DEMOCRAT,119829,195768
1980,FLORIDA,2,DEMOCRAT,138252,195840
1980,FLORIDA,3,DEMOCRAT,104672,135880
1980,FLORIDA,4,DEMOCRAT,147775,224699
1980,FLORIDA,5,REPUBLICAN,177603,318506
1980,FLORIDA,6,REPUBLICAN,1,1
1980,FLORIDA,7,DEMOCRAT,132529,184667
1980,FLORIDA,8,DEMOCRAT,151613,218913
1980,FLORIDA,9,DEMOCRAT,139468,198202
1980,FLORIDA,10,REPUBLICAN,272393,345039
1980,FLORIDA,11,DEMOCRAT,201713,339233
1980,FLORIDA,12,REPUBLICAN,128561,235725
1980,FLORIDA,13,DEMOCRAT,127828,170658
1980,FLORIDA,14,DEMOCRAT,95820,127847
1980,FLORIDA,15,DEMOCRAT,132952,203385
1980,GEORGIA,1,DEMOCRAT,82145,82146
1980,GEORGIA,2,DEMOCRAT,92264,125372
1980,GEORGIA,3,DEMOCRAT,89040,89070
1980,GEORGIA,4,DEMOCRAT,117091,168650
1980,GEORGIA,5,DEMOCRAT,101646,137302
1980,GEORGIA,6,REPUBLICAN,96071,162685
1980,GEORGIA,7,DEMOCRAT,115892,170142
1980,GEORGIA,8,DEMOCRAT,91103,122138
1980,GEORGIA,9,DEMOCRAT,115576,169918
1980,GEORGIA,10,DEMOCRAT,102177,127378
1980,HAWAII,1,DEMOCRAT,98256,123181
1980,HAWAII,2,DEMOCRAT,141477,157380
1980,IDAHO,1,REPUBLICAN,116845,217542
1980,IDAHO,2,REPUBLICAN,116196,197560
1980,ILLINOIS,1,DEMOCRAT,119562,125223
1980,ILLINOIS,2,DEMOCRAT,129771,147302
1980,ILLINOIS,3,DEMOCRAT,137283,199240
1980,ILLINOIS,4,REPUBLICAN,152377,224192
1980,ILLINOIS,5,DEMOCRAT,106142,133279
1980,ILLINOIS,6,REPUBLICAN,123593,184550
1980,ILLINOIS,7,DEMOCRAT,80056,94097
1980,ILLINOIS,8,DEMOCRAT,98524,116373
1980,ILLINOIS,9,DEMOCRAT,106543,145788
1980,ILLINOIS,10,REPUBLICAN,137707,226733
1980,ILLINOIS,11,DEMOCRAT,121166,173587
1980,ILLINOIS,12,REPUBLICAN,185080,249818
1980,ILLINOIS,13,REPUBLICAN,131448,183458
1980,ILLINOIS,14,REPUBLICAN,202583,263828
1980,ILLINOIS,15,REPUBLICAN,150898,196619
1980,ILLINOIS,16,REPUBLICAN,132905,197147
1980,ILLINOIS,17,REPUBLICAN,125806,191111
1980,ILLINOIS,18,REPUBLICAN,125561,202043
1980,ILLINOIS,19,REPUBLICAN,142616,194369
1980,ILLINOIS,20,REPUBLICAN,123427,220377
1980,ILLINOIS,21,REPUBLICAN,132186,195662
1980,ILLINOIS,22,REPUBLICAN,146014,212079
1980,ILLINOIS,23,DEMOCRAT,107786,167430
1980,ILLINOIS,24,DEMOCRAT,112134,228296
