,date
121738,2017-07-29
121739,2017-05-18
121740,2016-03-13
121741,2016-12-30
121742,2017-06-11
121743,2015-10-29
121744,2015-09-28
121745,2015-06-01
121746,2016-06-12
121747,2017-11-11
121748,2017-07-09
121749,2017-05-07
121750,2016-10-17
121751,2017-01-08
121752,
121753,2016-08-12
121754,2016-12-11
121755,2015-02-15
121756,2016-05-10
121757,2015-10-25
121758,2016-11-18
121759,2015-07-18
121760,2017-12-03
121761,2017-11-29
121762,2014-06-02
121763,2015-09-17
121764,2014-06-12
121765,2017-01-28
121766,2015-03-12
121767,2017-03-04
121768,
121769,2017-11-12
121770,2018-01-12
121771,2014-06-26
121772,2015-07-11
121773,2014-09-26
121774,2016-06-19
121775,2015-11-24
121776,2016-12-26
121777,2014-12-05
121778,2016-09-16
121779,2016-02-13
121780,2016-03-26
121781,2014-04-28
121782,2016-09-29
121783,2016-11-12
121784,2014-12-27
121785,2017-06-06
121786,2015-12-11
121787,2016-12-31
121788,
121789,2016-11-11
121790,2016-08-13
121791,2017-07-24
121792,2017-11-04
121793,2015-03-15
121794,2016-09-18
121795,2016-02-08
121796,2016-10-03
121797,2018-02-07
121798,2017-03-31
121799,2015-12-13
121800,2016-06-10
121801,2015-03-10
121802,2015-06-30
121803,2017-07-09
121804,2016-08-21
121805,2014-01-18
121806,2015-07-07
121807,
121808,
121809,
121810,2018-03-12
121811,2017-07-15
121812,2015-04-17
121813,2017-08-14
121814,2018-03-27
121815,2015-09-24
121816,2016-10-30
121817,2014-10-13
121818,2014-05-03
121819,
121820,
121821,2017-01-22
121822,2017-11-09
121823,2016-06-08
121824,2014-10-25
121825,2016-06-19
121826,2017-09-08
121827,2015-09-02
121828,2014-03-30
121829,2017-02-24
121830,
121831,2015-08-14
121832,2018-01-17
121833,2016-03-06
121834,2016-09-21
121835,2014-07-30
121836,2017-05-22
121837,2018-01-13
121838,2017-07-16
121839,2015-04-05
121840,2015-12-15
121841,2018-03-25
121842,2016-12-15
121843,2014-03-05
121844,2016-01-13
121845,
121846,2016-11-22
121847,2015-09-24
121848,2015-05-05
121849,2017-01-02
121850,2016-07-01
121851,2016-03-18
121852,2017-07-16
121853,2017-06-27
121854,2016-07-03
121855,2016-03-10
121856,2014-10-27
121857,
121858,2018-02-16
121859,2016-10-14
121860,2016-02-17
121861,2016-12-08
121862,2015-11-07
121863,2017-05-11
121864,2017-10-26
121865,
121866,
121867,2018-02-03
121868,2017-06-11
121869,2015-11-10
121870,2014-08-23
121871,2018-02-03
121872,2014-02-12
121873,
121874,2016-12-13
121875,
121876,2018-01-18
121877,2017-11-05
121878,2014-05-15
121879,2018-03-18
121880,2017-11-11
121881,2017-11-19
121882,2014-05-11
121883,2015-03-31
121884,2014-01-04
121885,2017-01-22
121886,2014-09-14
121887,2016-11-03
121888,2014-01-31
121889,2014-07-30
121890,
121891,2017-12-15
121892,2014-09-06
121893,2016-08-14
121894,2016-11-19
121895,2015-03-30
121896,2014-02-07
121897,2015-01-22
121898,2014-06-05
121899,2016-06-08
121900,2018-03-17
121901,2016-08-30
121902,2018-01-28
121903,2017-12-12
121904,2015-08-26
121905,2016-06-18
121906,2015-11-06
121907,
121908,2016-10-23
121909,2014-09-01
121910,2017-12-15
121911,
121912,2016-11-23
121913,2016-07-07
121914,2015-04-12
121915,2018-01-05
121916,2017-09-09
121917,2016-10-19
121918,2014-05-31
121919,2017-01-27
121920,2015-01-30
121921,2017-02-17
121922,2014-11-16
121923,2017-09-17
121924,2016-07-21
121925,2017-12-27
121926,2017-11-11
121927,2016-04-06
121928,2016-05-25
121929,2015-12-27
121930,2014-10-16
121931,
121932,
121933,2016-12-29
121934,2014-12-06
121935,2018-03-13
121936,2017-12-25
121937,2016-09-09
121938,2016-06-05
121939,2017-06-18
121940,2015-03-12
121941,2017-10-05
121942,2018-03-02
121943,2017-10-31
121944,
121945,2017-12-25
121946,2017-07-28
121947,2017-01-11
121948,2016-06-21
121949,2014-07-24
121950,
121951,2018-01-06
121952,2017-01-16
121953,2014-12-02
121954,2015-04-14
121955,2017-02-06
121956,2014-08-29
121957,2017-02-21
121958,2016-05-09
121959,2016-05-28
121960,2016-09-04
121961,2017-04-25
121962,2017-01-13
121963,2017-07-08
121964,2017-04-04
121965,2015-05-06
121966,2017-05-09
121967,2014-08-13
121968,2015-10-29
121969,2017-10-18
121970,2017-04-08
121971,2014-03-01
121972,2015-10-29
121973,2016-05-15
121974,2016-06-20
121975,2017-02-03
121976,2015-10-11
121977,2016-10-03
121978,
121979,2014-10-28
121980,2015-02-26
121981,2015-09-09
121982,2014-07-19
121983,2017-07-13
121984,2017-03-12
121985,2017-03-14
121986,2014-05-28
121987,2016-01-02
121988,2015-04-11
121989,2015-09-23
121990,2015-10-10
121991,2015-07-27
121992,2017-05-15
121993,2015-01-26
121994,2014-05-11
121995,2017-02-04
121996,2016-03-11
121997,
121998,2015-05-09
121999,2017-01-31
122000,
122001,2014-07-17
122002,2015-02-24
122003,2016-07-19
122004,2016-10-28
122005,2014-08-14
122006,2015-07-31
122007,2018-01-22
122008,2017-09-16
122009,2015-08-18
122010,2014-12-30
122011,2014-10-17
122012,2017-10-05
122013,2014-10-16
122014,2015-09-22
122015,2014-02-07
122016,2016-02-21
122017,2014-08-14
122018,2016-11-28
122019,
122020,2014-04-28
122021,2017-05-09
122022,2016-12-23
122023,2015-10-24
122024,
122025,2015-06-02
122026,2016-11-06
122027,2017-12-22
122028,2016-05-30
122029,2014-10-24
122030,2015-04-19
122031,2017-01-13
122032,2015-09-20
122033,2015-11-12
122034,2016-07-16
122035,2016-03-15
122036,2017-06-28
122037,2014-03-03
122038,2017-07-05
122039,2015-02-05
122040,2017-01-28
122041,
122042,2014-07-19
122043,2018-01-24
122044,2016-01-28
122045,2016-11-22
122046,2017-04-18
122047,2017-09-23
122048,
122049,2016-09-25
122050,
122051,
122052,
122053,2015-03-18
122054,2018-03-17
122055,2016-04-09
122056,2016-01-16
122057,2016-09-23
122058,2015-10-31
122059,2016-03-13
122060,2017-06-12
122061,2018-01-25
122062,2018-03-30
122063,2015-03-14
122064,2016-06-12
122065,2016-07-08
122066,2016-11-12
122067,2016-10-13
122068,2016-12-08
122069,2018-03-24
122070,2015-03-09
122071,2016-06-11
122072,
122073,
122074,2016-01-15
122075,2016-03-04
122076,2017-01-08
122077,2014-03-27
122078,2017-12-30
122079,2017-05-22
122080,2017-09-14
122081,2014-02-24
122082,
122083,
122084,
122085,2017-07-01
122086,2016-08-04
122087,2018-03-14
122088,2017-04-27
122089,2014-12-10
122090,2018-01-01
122091,2016-11-05
122092,
122093,2016-03-15
122094,2017-04-07
122095,2017-01-25
122096,2014-05-24
122097,2015-06-17
122098,2015-09-03
122099,2017-04-18
122100,2014-10-16
122101,2015-04-12
122102,2016-09-06
122103,2015-03-08
122104,2017-08-21
122105,2015-11-28
122106,2015-01-07
122107,2017-07-24
122108,2016-11-05
122109,2015-04-11
122110,2016-03-15
122111,2016-02-15
122112,2015-01-25
122113,2016-03-08
122114,2017-05-29
122115,2014-09-23
122116,2015-10-20
122117,
122118,2016-08-24
122119,2017-09-20
122120,2017-03-29
122121,2017-11-18
122122,2015-07-10
122123,2018-01-06
122124,2016-03-04
122125,2015-02-23
122126,2015-10-12
122127,2016-12-14
122128,2016-04-05
122129,2016-11-18
122130,2014-06-15
122131,2015-07-06
122132,2017-05-21
122133,2017-04-13
122134,2016-08-18
122135,2017-05-17
122136,2016-10-21
122137,2017-10-31
122138,2016-11-10
122139,2014-07-14
122140,
122141,2016-09-14
122142,2018-03-14
122143,2016-09-23
122144,2015-06-16
122145,2016-09-12
122146,2017-07-03
122147,2014-06-04
122148,2017-04-15
122149,2013-06-21
122150,
122151,2017-07-04
122152,
122153,2017-05-19
122154,2014-01-01
122155,2016-09-19
122156,2016-08-20
122157,2017-08-09
122158,2015-12-21
122159,2016-08-03
122160,2016-12-25
122161,2017-11-28
122162,2015-08-31
122163,2015-07-20
122164,2014-03-26
122165,2016-08-02
122166,2016-06-23
122167,2014-12-19
122168,2015-11-01
122169,2016-07-24
122170,2017-11-06
122171,2014-10-20
122172,2017-04-08
122173,2016-07-15
122174,2018-03-05
122175,
122176,2015-08-04
122177,2017-07-02
122178,2017-09-27
122179,2017-12-05
122180,2017-03-15
122181,
122182,2017-10-01
122183,2017-12-18
122184,2014-02-08
122185,2017-12-24
122186,2017-04-15
122187,2018-03-02
122188,2014-05-28
122189,2016-05-10
122190,2015-08-18
122191,2014-04-23
122192,2014-07-12
122193,
122194,2014-06-11
122195,2015-06-15
122196,2017-12-14
122197,2015-12-23
122198,
122199,2014-08-23
122200,
122201,2014-01-16
122202,2014-08-10
122203,2017-11-14
122204,2015-04-10
122205,2016-12-04
122206,2015-03-25
122207,2016-08-24
122208,2017-01-13
122209,2017-02-19
122210,2014-05-04
122211,2014-08-29
122212,2016-08-15
122213,2014-08-01
122214,2018-01-22
122215,2017-08-24
122216,2014-03-19
122217,2015-10-17
122218,2016-08-13
122219,2017-01-04
122220,2014-06-27
122221,2014-09-07
122222,2016-06-21
122223,2015-12-10
122224,2017-11-07
122225,2014-08-11
122226,2017-07-21
122227,
122228,2016-03-01
122229,2016-07-31
122230,2015-05-23
122231,2017-07-05
122232,2015-01-17
122233,2015-05-07
122234,2017-10-09
122235,2017-02-16
122236,2018-03-18
122237,2015-08-24
122238,
122239,
122240,2017-03-26
122241,2018-03-31
122242,2015-07-21
122243,2017-11-19
122244,2015-03-18
122245,2017-01-11
122246,2015-01-30
122247,2018-03-09
122248,2015-10-22
122249,2017-07-09
122250,
122251,2018-01-17
122252,2016-10-08
122253,2016-04-29
122254,
122255,2014-06-07
122256,2017-08-14
122257,2016-06-15
122258,2017-04-12
122259,2015-03-14
122260,
122261,2017-01-28
122262,2016-01-09
122263,2018-03-26
122264,2015-04-09
122265,
122266,2017-04-17
122267,2017-09-09
122268,
122269,2016-11-20
122270,2016-04-10
122271,
122272,2016-12-08
122273,2017-03-07
122274,2017-11-28
122275,2015-05-17
122276,2015-05-20
122277,2014-09-28
122278,2017-08-27
122279,2017-07-02
122280,2016-06-11
122281,
122282,2017-06-01
122283,2015-12-29
122284,2017-07-08
122285,2014-09-06
122286,2017-02-15
122287,2016-05-23
122288,2016-01-10
122289,
122290,
122291,2017-04-22
122292,2018-02-03
122293,
122294,2015-05-18
122295,2015-01-20
122296,2015-11-20
122297,2015-09-29
122298,
122299,2014-08-28
122300,2014-03-31
122301,2016-11-03
122302,
122303,2016-12-11
122304,
122305,2017-09-15
122306,2016-03-24
122307,2017-01-05
122308,2016-09-27
122309,2014-08-05
122310,2014-05-07
122311,2014-01-22
122312,2017-09-29
122313,2014-05-09
122314,2016-09-20
122315,2016-06-20
122316,2017-03-23
122317,2016-12-27
122318,2014-10-16
122319,2016-04-16
122321,
122322,2016-10-22
122323,2017-05-01
122324,2017-10-26
122325,2017-01-11
122326,2016-11-27
122327,2017-01-15
122328,2015-11-10
122329,2014-01-29
122330,2016-07-14
122331,2014-03-14
122332,2016-09-21
122333,2014-04-21
122334,2017-02-21
122335,2016-03-26
122336,2016-10-20
122337,2015-01-27
122338,2017-11-24
122339,2016-12-03
122340,2016-04-02
122341,2017-01-14
122342,2016-09-26
122343,2017-11-17
122344,2014-06-09
122345,2015-11-05
122346,2016-10-16
122347,2017-03-02
122348,2017-12-26
122349,2017-07-22
122350,2017-09-24
122351,
122352,2014-09-03
122353,2017-04-24
122354,2014-10-19
122355,2014-07-22
122356,2016-12-17
122357,2014-07-17
122358,2017-05-27
122359,2015-11-13
122360,2017-01-10
122361,2016-12-08
122362,2017-05-31
122363,2015-06-16
122364,2014-05-03
122365,2015-12-29
122366,2016-07-22
122367,2016-02-23
122368,2015-12-27
122369,2015-10-14
122370,2014-09-10
122371,2018-03-07
122372,2015-08-29
122373,2018-02-08
122374,2016-02-29
122375,2014-05-07
122376,2017-12-29
122377,2014-07-04
122378,2017-02-19
122379,2016-05-25
122380,2015-06-19
122381,2016-04-26
122382,
122383,2016-06-13
122384,2017-02-04
122385,2017-01-20
122386,2015-08-01
122387,
122388,2014-01-23
122389,2017-10-18
122390,2014-07-18
122391,2016-08-13
122392,2017-04-05
122393,2014-10-05
122394,2017-02-27
122395,2017-01-12
122396,2016-04-24
122397,2014-01-29
122398,2018-03-02
122399,2015-11-10
122400,2016-07-08
122401,2016-12-29
122402,2016-06-27
122403,
122404,2016-11-09
122405,2014-06-09
122406,
122407,
122408,2014-12-02
122409,2016-05-13
122410,2018-02-16
122411,2014-03-05
122412,2017-07-27
122413,2014-02-19
122414,2014-07-14
122415,2015-04-29
122416,2017-12-12
122417,2014-05-26
122418,2014-09-02
122419,2017-04-04
122420,
122421,2017-09-03
122422,2014-10-31
122423,2014-10-04
122424,2016-08-05
122425,2017-11-12
122426,2015-04-19
122427,2016-10-15
122428,2015-04-13
122429,2014-07-11
122430,2015-12-06
122431,2015-12-27
122432,2016-06-13
122433,2018-01-17
122434,2015-05-24
122435,2014-10-31
122436,2015-08-29
122437,2016-08-21
122438,2016-01-25
122439,
122440,2018-03-06
122441,2014-01-22
122442,2018-03-22
122443,2017-07-07
122444,2016-05-12
122445,2016-01-08
122446,2017-10-12
122447,2015-05-17
122448,2017-07-25
122449,2015-02-04
122450,2015-10-27
122451,2018-03-13
122452,2017-03-12
122453,2017-11-22
122454,2016-04-15
122456,2016-11-29
122457,2017-07-07
122458,2015-12-12
122459,2015-08-21
122460,2016-05-05
122461,2016-11-09
122462,
122463,2017-03-19
122464,2017-10-29
122465,2017-10-19
122466,2018-01-02
122467,2016-08-26
122468,2016-11-02
122469,2016-04-26
122470,2017-06-14
122471,2017-12-26
122472,2016-04-18
122473,2015-04-25
122474,
122475,2014-12-14
122476,2016-12-23
122477,
122478,2016-10-24
122479,2015-12-09
122480,2016-10-22
122481,2015-03-17
122482,2017-04-08
122483,2017-04-04
122484,2014-03-30
122485,2014-08-09
122486,2014-09-20
122487,2018-02-23
122488,2018-02-03
122489,2017-07-08
122490,2015-11-07
122491,2017-11-15
122492,2016-04-12
122493,2018-02-23
122494,2017-07-11
122495,2017-08-06
122496,2016-07-02
122497,2017-09-20
122498,2014-10-26
122499,2016-11-23
122500,2016-12-26
122501,2016-05-08
122502,2016-02-28
122503,2017-03-19
122504,2014-03-21
122505,2014-07-12
122506,2015-05-26
122507,2018-01-10
122508,2017-08-27
122509,
122510,
122511,2016-02-08
122512,2016-10-25
122513,
122514,2016-12-09
122515,2018-01-20
122516,2014-09-29
122517,2016-02-08
122518,2017-12-17
122519,2014-04-05
122520,
122521,2016-09-12
122522,2014-10-02
122523,2016-02-20
122524,2015-05-16
122525,2018-03-24
122526,2015-10-09
122527,2014-04-11
122528,2015-03-02
122529,2015-11-09
122530,2016-01-31
122531,2014-05-07
122532,2017-06-24
122533,2018-02-22
122534,2017-11-28
122535,2015-01-31
122536,2016-09-20
122537,2016-07-11
122538,2016-05-14
122539,2017-11-25
122540,2014-04-08
122541,2014-08-22
122542,2016-03-20
122543,2014-06-03
122544,2016-08-21
122545,
122546,2015-08-04
122547,2017-07-18
122548,2014-06-26
122549,2018-01-15
122550,2017-03-29
122551,2015-02-09
122552,2015-01-03
122553,2014-09-20
122554,2014-05-23
122555,2015-07-10
122556,2018-01-26
122557,2014-08-13
122558,2015-11-04
122559,2014-04-02
122560,2016-05-14
122561,2017-04-06
122562,2016-10-30
122563,2014-06-18
122564,2015-07-18
122565,2016-07-14
122566,2015-12-31
122567,2016-11-18
122568,2017-06-04
122569,2016-02-23
122570,2016-12-21
122571,2017-11-17
122572,2016-09-18
122573,2015-08-06
122574,2018-03-30
122575,2018-03-13
122576,2014-11-16
122577,2014-01-13
122578,2014-05-20
122579,
122580,2015-12-16
122581,2018-01-13
122582,2017-11-19
122583,2015-05-25
122584,
122585,2016-04-21
122586,2017-03-29
122587,2014-03-25
122588,
122589,2015-04-20
122590,2017-02-27
122591,2018-02-25
122592,2018-03-11
122593,
122594,
122595,
122596,2017-11-06
122597,
122598,2017-08-15
122599,2017-09-21
122600,2016-09-02
122601,2016-07-31
122602,2016-03-22
122603,2014-10-11
122604,2014-11-11
122605,2014-04-13
122606,2017-02-24
122607,2015-05-10
122608,2016-05-21
122609,2016-11-12
122610,2014-10-10
122611,2016-05-19
122612,
122613,2014-10-11
122614,2018-02-14
122615,2016-02-16
122616,2015-09-27
122617,2016-06-25
122618,2017-12-30
122619,2015-04-29
122620,2016-10-03
122621,2016-12-02
122622,2017-04-26
122623,2015-08-01
122624,2015-09-16
122625,2016-05-21
122626,2014-08-10
122627,2017-04-02
122628,2016-02-27
122629,2017-03-10
122630,2016-07-24
122631,2017-01-11
122632,2017-04-03
122633,2016-04-10
122634,2017-07-07
122635,2015-09-14
122636,2017-09-17
122637,2017-10-08
122638,2017-04-07
122639,
122640,2014-05-17
122641,2014-05-19
122642,2017-12-15
122643,2018-01-29
122644,2013-06-25
122645,
122646,2015-11-28
122647,2015-11-19
122648,2015-03-21
122649,2016-11-19
122650,
122651,2016-08-23
122652,2014-07-21
122653,2017-02-10
122654,2017-03-22
122655,
122656,2015-10-17
122657,2015-05-05
122658,2014-05-27
122659,2017-07-12
122660,2017-01-06
122661,2018-01-29
122662,2014-12-07
122663,2014-06-08
122664,2015-07-05
122665,2016-03-08
122666,
122667,2017-04-14
122668,2016-02-16
122669,2017-06-10
122670,2016-01-01
122671,2017-01-02
122672,2016-06-13
122673,2018-03-29
122674,
122675,2016-05-26
122676,2017-12-14
122677,2015-07-17
122678,
122679,2016-08-22
122680,2015-08-29
122681,2017-03-23
122682,2017-04-23
122683,2015-12-23
122684,2016-11-05
122685,2015-05-06
122686,2018-03-09
122687,2015-05-26
122688,2017-08-29
122689,
122690,2016-06-11
122691,2016-10-13
122692,2014-09-19
122693,2016-08-27
122694,2017-07-16
122695,
122696,2017-12-02
122697,2015-04-28
122698,2017-11-04
122699,2014-02-15
122700,2017-01-28
122701,2017-12-25
122702,2016-03-24
122703,
122704,2014-12-22
122705,2016-03-16
122706,2017-03-05
122707,2015-12-17
122708,2015-10-11
122709,2017-10-21
122710,2017-07-16
122711,
122712,
122713,2017-03-22
122714,2014-07-26
122715,2016-12-19
122716,2015-08-02
122717,2016-07-02
122718,2017-07-05
122719,2016-11-22
122720,2017-09-03
122721,2016-09-11
122722,2018-03-26
122723,2017-06-02
122724,2017-06-19
122725,2016-10-26
122726,2016-04-30
122727,2016-02-27
122728,2017-02-20
122729,2015-03-23
122730,2015-01-24
122731,2016-11-05
122732,2016-01-04
122733,2017-01-13
122734,2017-07-14
122735,2016-01-10
122736,2016-07-05
122737,2016-10-20
122738,2018-03-14
122739,2018-02-27
122740,2014-09-28
122741,2016-07-16
122742,2017-11-14
122743,2017-03-13
122744,2015-01-01
122745,2016-06-13
122746,2015-05-01
122747,2017-11-29
122748,2015-11-04
122749,2018-02-09
122750,2015-10-31
122751,2017-11-02
122752,
122753,2017-04-16
122754,2016-01-26
122755,2017-07-02
122756,
122757,2016-05-25
122758,2016-02-21
122759,
122760,2017-02-05
122761,2016-06-24
122762,2016-04-01
122763,2017-08-03
122764,2018-02-10
122765,2014-05-19
122766,2014-07-05
122767,2014-11-14
122768,2015-09-14
122769,2015-09-26
122770,
122771,2015-01-26
122772,2016-04-06
122773,2017-06-07
122774,2018-01-28
122775,2017-03-24
122776,2017-07-24
122777,2015-03-13
122778,2016-08-08
122779,2015-06-26
122780,
122781,2014-07-15
122782,2017-05-03
122783,2016-08-02
122784,2017-12-12
122785,
122786,2016-06-07
122787,2014-09-29
122788,2016-10-27
122789,2016-12-17
122790,2016-05-12
122791,2015-03-10
122792,2016-12-04
122793,2017-09-06
122794,2017-07-30
122795,2014-08-22
122796,2017-11-11
122797,2017-02-06
122798,2017-02-03
122799,2017-01-01
122800,2016-05-04
122801,2015-04-04
122802,2015-03-18
122803,2015-04-01
122804,2015-08-02
122805,
122806,2017-11-01
122807,2017-04-03
122808,2017-06-19
122809,2016-07-13
122810,
122811,2014-05-15
122812,2018-01-08
122813,2016-12-26
122814,2017-12-11
122815,2014-09-26
122816,2014-10-02
122817,2015-04-09
122818,2015-09-01
122819,2017-05-24
122820,2015-07-10
122821,2017-01-15
122822,2016-05-11
122823,2017-02-02
122824,2015-03-17
122825,2016-07-27
122826,2015-11-08
122827,2014-08-24
122828,2017-12-21
122829,2017-01-02
122830,2016-05-24
122831,2017-02-02
122832,2018-01-26
122833,2014-07-14
122834,2017-11-21
122835,2017-11-22
122836,2017-11-23
122837,
122838,2016-03-16
122839,2018-01-16
122840,2014-10-14
122841,2016-02-28
122842,2016-02-20
122843,2018-03-29
122844,2014-01-24
122845,2014-05-04
122846,2017-01-30
122847,2016-12-19
122848,2016-08-24
122849,2014-05-03
122850,
122851,2014-10-22
122852,
122853,2014-09-04
122854,2016-02-05
122855,2014-06-20
122856,2018-02-19
122857,2014-03-17
122858,2017-01-15
122859,2016-05-08
122860,2015-11-29
122861,2017-10-24
122862,2016-06-19
122863,2015-08-10
122864,2017-10-12
122865,2017-02-23
122866,2016-03-07
122867,2014-08-09
122868,2014-01-19
122869,2017-10-22
122870,
122871,
122872,
122873,2014-04-06
122874,
122875,2015-01-01
122876,2016-06-01
122877,2017-01-26
122878,2016-08-29
122879,2014-03-28
122880,
122881,2015-10-11
122882,2017-08-19
122883,2016-02-20
122884,2017-03-03
122885,
122886,2017-03-30
122887,2014-10-31
122888,2017-03-30
122889,2016-08-04
122890,2017-11-21
122891,2018-03-22
122892,2016-04-21
122893,2017-12-18
122894,
122895,2014-04-15
122896,2017-06-08
122897,2014-08-10
122898,2015-08-15
122899,2017-02-18
122900,2017-08-26
122901,2017-12-30
122902,2016-02-10
122903,2017-06-23
122904,2017-11-06
122905,2016-11-23
122906,
122907,2016-12-15
122908,2015-11-27
122909,2016-08-26
122910,2017-07-26
122911,2015-04-04
122912,2015-05-07
122913,2016-08-09
122914,2015-06-28
122915,2014-03-06
122916,2015-06-21
122917,2018-03-06
122918,2016-01-18
122919,2014-11-07
122920,2017-04-29
122921,2016-01-29
122922,2014-07-12
122923,2018-03-14
122924,
122925,2015-03-03
122926,2014-02-11
122927,2017-07-12
122928,2015-02-18
122929,2015-08-16
122930,2017-07-02
122931,2016-04-04
122932,2015-02-11
122933,2018-01-28
122934,2015-08-01
122935,
122936,2015-01-27
122937,
122938,2017-04-11
122939,2015-03-05
122940,2017-06-28
122941,2018-02-08
122942,2014-01-14
122943,2014-06-27
122944,2017-01-01
122945,2015-04-29
122946,2017-05-19
122947,2015-12-13
122948,2016-11-24
122949,2015-10-09
122950,2017-09-13
122951,2018-02-26
122952,2014-07-11
122953,2016-06-05
122954,2015-05-15
122955,2017-06-28
122956,
122957,2018-01-23
122958,2015-03-10
122959,
122960,2016-09-15
122961,
122962,2018-03-26
122963,
122964,2017-05-12
122965,
122966,2016-01-14
122967,2017-11-12
122968,2015-01-16
122969,2016-04-02
122970,2016-11-04
122971,2017-11-22
122972,2015-10-22
122973,
122974,2014-09-12
122975,2016-12-04
122976,
122977,2017-02-18
122978,2014-11-20
122979,2017-06-09
122980,2016-06-22
122981,2014-04-18
122982,2015-07-18
122983,2017-04-04
122984,2015-08-12
122985,2017-09-30
122986,2014-10-05
122987,2016-11-12
122988,2015-09-22
122989,
122990,2016-10-19
122991,2017-10-19
122992,2017-11-13
122993,2017-04-19
122994,2014-12-13
122995,2014-02-05
122996,2015-10-06
122997,2015-08-22
122998,2017-07-27
122999,2016-07-25
123000,2017-09-27
123001,2016-12-10
123002,2014-03-11
123003,2016-02-12
123004,2014-07-05
123005,2015-10-12
123006,2016-04-04
123007,2014-03-18
123008,2015-08-16
123009,2017-10-18
123010,2014-10-10
123011,2016-12-25
123012,2017-03-10
123013,2017-06-21
123014,2017-10-02
123015,2017-08-11
123016,
123017,2018-02-21
123018,2017-10-04
123019,2015-05-17
123020,2015-06-04
123021,2015-02-15
123022,2016-03-20
123023,2018-03-23
123024,2016-01-16
123025,2016-04-15
123026,
123027,2016-09-30
123028,2017-01-11
123029,
123030,2014-04-06
123031,2018-01-28
123032,
123033,2017-03-18
123034,2014-03-28
123035,2016-09-02
123036,2018-01-12
123037,2017-11-21
123038,2015-12-08
123039,2017-12-02
123040,2014-09-26
123041,
123042,
123043,2017-05-04
123044,2016-11-13
123045,2016-11-18
123046,2017-06-12
123047,2017-05-17
123048,2017-08-01
123049,2017-11-25
123050,2014-08-03
123051,2018-02-05
123052,2016-10-30
123053,2017-06-10
123054,
123055,2017-08-27
123056,2017-11-13
123057,2016-02-23
123058,2015-06-29
123059,2018-01-06
123060,2015-08-25
123061,2015-03-24
123062,2017-03-25
123063,
123064,2017-02-22
123065,2015-12-20
123066,2017-12-28
123067,
123068,
123069,2017-09-17
123070,2017-02-09
123071,2014-08-07
123072,2014-04-02
123073,2017-01-07
123074,2014-02-08
123075,2015-04-03
123076,2015-11-01
123077,2016-02-17
123078,2014-05-21
123079,2017-06-17
123080,2016-03-24
123081,2017-03-30
123082,2014-08-15
123083,2017-12-04
123084,2016-04-23
123085,2015-07-12
123086,2017-05-14
123087,2016-01-10
123088,2016-03-19
123089,2015-06-08
123090,2014-09-25
123091,2016-07-24
123092,2017-05-18
123093,2016-12-04
123094,2014-02-09
123095,2014-07-21
123096,2016-12-03
123097,2015-07-28
123098,2014-01-14
123099,2017-04-06
123100,2016-11-07
123101,2014-10-22
123102,2017-05-15
123103,2017-06-26
123104,2015-05-01
123105,2015-04-16
123106,2016-03-16
123107,2014-07-17
123108,2015-10-29
123109,2018-02-23
123110,2015-09-30
123111,2016-04-28
123112,2016-05-20
123113,2017-12-03
123114,2017-04-17
123115,2018-01-25
123116,2016-01-02
123117,2016-06-10
123118,2015-07-10
123119,2017-07-20
123120,2016-06-05
123121,2016-02-21
123122,2017-06-12
123123,2018-03-08
123124,
123125,2017-02-01
123126,2016-05-10
123127,2016-03-12
123128,2016-05-17
123129,2018-01-27
123130,2017-08-02
123131,2014-11-12
123132,2018-01-05
123133,2016-11-27
123134,2017-08-21
123135,
123136,2015-12-13
123137,2016-05-03
123138,2015-07-05
123139,
123140,2017-01-30
123141,2016-05-31
123142,2016-03-18
123143,2016-01-31
123144,2015-01-22
123145,2015-04-24
123146,2015-08-11
123147,2016-01-22
123148,2015-06-21
123149,2015-07-25
123150,2014-02-18
123151,2017-05-05
123152,2017-03-09
123153,2017-02-02
123154,2017-04-28
123155,2014-04-05
123156,2017-04-16
123157,2016-01-06
123158,2017-01-15
123159,2014-09-30
123160,2015-03-19
123161,2017-04-17
123162,
123163,2017-06-28
123164,2015-12-08
123165,2017-02-11
123166,2017-03-10
123167,2017-10-09
123168,2016-07-17
123169,2017-10-13
123170,2016-03-06
123171,2015-09-30
123172,2016-06-06
123173,2016-08-22
123174,2017-02-20
123175,2016-10-21
123176,2015-04-30
123177,2016-11-05
123178,2014-02-02
123179,2017-01-18
123180,2014-07-04
123181,2017-05-09
123182,2017-10-29
123183,2018-01-24
123184,
123185,2017-03-07
123186,2015-08-07
123187,2016-03-06
123188,2016-09-10
123189,2017-07-03
123190,
123191,2016-04-26
123192,2014-03-30
123193,
123194,2016-04-08
123195,2017-02-14
123196,2017-11-10
123197,2014-09-21
123198,2018-01-01
123199,2016-08-24
123200,2015-09-12
123201,
123202,2016-04-21
123203,
123204,
123205,2016-02-28
123206,2017-07-30
123207,2017-01-01
123208,2015-02-28
123209,2016-07-28
123210,2016-04-17
123211,2016-12-08
123212,2016-02-18
123213,2015-05-12
123214,2017-01-12
123215,2016-01-13
123216,2017-08-03
123217,2018-02-19
123218,2016-03-04
123219,2015-12-31
123220,2017-01-27
123221,2016-05-14
123222,
123223,2017-10-25
123224,2014-03-27
123225,2017-07-22
123226,2015-04-04
123227,2016-12-17
123228,2017-04-27
123229,
